table_id,Statistic,Year,Sex,Age.Group,value
HIS01,Good or very good health status,2021,Male,40 - 44 years,89.1
HIS01,Good or very good health status,2021,Male,45 - 49 years,82.8
HIS01,Good or very good health status,2021,Male,50 - 54 years,79.8
HIS01,Good or very good health status,2021,Male,55 - 59 years,78.5
HIS01,Good or very good health status,2021,Male,60 - 64 years,71.5
HIS01,Good or very good health status,2021,Male,65 - 69 years,78.1
HIS01,Good or very good health status,2021,Male,70 - 74 years,72.9
HIS01,Good or very good health status,2021,Male,75 years and over,68.2
HIS01,Good or very good health status,2021,Female,15 - 19 years,90.8
HIS01,Good or very good health status,2021,Female,20 - 24 years,92.2
HIS01,Good or very good health status,2021,Female,25 - 29 years,92.6
HIS01,Good or very good health status,2021,Female,30 - 34 years,93.4
HIS01,Good or very good health status,2021,Female,35 - 39 years,90.9
HIS01,Good or very good health status,2021,Female,40 - 44 years,88.6
HIS01,Good or very good health status,2021,Female,45 - 49 years,85.2
HIS01,Good or very good health status,2021,Female,50 - 54 years,82.1
HIS01,Good or very good health status,2021,Female,55 - 59 years,78.1
HIS01,Good or very good health status,2021,Female,60 - 64 years,72.5
HIS01,Good or very good health status,2021,Female,65 - 69 years,70.7
HIS01,Good or very good health status,2021,Female,70 - 74 years,75.2
HIS01,Good or very good health status,2021,Female,75 years and over,69.4
HIS01,Good or very good health status,2022,Male,15 - 19 years,93.9
HIS01,Good or very good health status,2022,Male,20 - 24 years,91.8
HIS01,Good or very good health status,2022,Male,25 - 29 years,86.4
HIS01,Good or very good health status,2022,Male,30 - 34 years,91.3
HIS01,Good or very good health status,2022,Male,35 - 39 years,86.4
HIS01,Good or very good health status,2022,Male,40 - 44 years,87.5
HIS01,Good or very good health status,2022,Male,45 - 49 years,82.9
HIS01,Good or very good health status,2022,Male,50 - 54 years,80.3
HIS01,Good or very good health status,2022,Male,55 - 59 years,74.5
HIS01,Good or very good health status,2022,Male,60 - 64 years,74.3
HIS01,Good or very good health status,2022,Male,65 - 69 years,74.5
HIS01,Good or very good health status,2022,Male,70 - 74 years,68.2
HIS01,Good or very good health status,2022,Male,75 years and over,70.4
HIS01,Good or very good health status,2022,Female,15 - 19 years,92.9
HIS01,Good or very good health status,2022,Female,20 - 24 years,89.3
HIS01,Good or very good health status,2022,Female,25 - 29 years,85.8
HIS01,Good or very good health status,2022,Female,30 - 34 years,90.7
HIS01,Good or very good health status,2022,Female,35 - 39 years,89.1
HIS01,Good or very good health status,2022,Female,40 - 44 years,89.3
HIS01,Good or very good health status,2022,Female,45 - 49 years,79.7
HIS01,Good or very good health status,2022,Female,50 - 54 years,80.8
HIS01,Good or very good health status,2022,Female,55 - 59 years,77.2
HIS01,Good or very good health status,2022,Female,60 - 64 years,73.6
HIS01,Good or very good health status,2022,Female,65 - 69 years,70
HIS01,Good or very good health status,2022,Female,70 - 74 years,62.2
HIS01,Good or very good health status,2022,Female,75 years and over,58
HIS01,Good or very good health status,2023,Male,15 - 19 years,96.1
HIS01,Good or very good health status,2023,Male,20 - 24 years,90.7
HIS01,Good or very good health status,2023,Male,25 - 29 years,91.8
HIS01,Good or very good health status,2023,Male,30 - 34 years,89.4
HIS01,Good or very good health status,2023,Male,35 - 39 years,89
HIS01,Good or very good health status,2023,Male,40 - 44 years,82.3
HIS01,Good or very good health status,2023,Male,45 - 49 years,85.2
HIS01,Good or very good health status,2023,Male,50 - 54 years,75.5
HIS01,Good or very good health status,2023,Male,55 - 59 years,70
HIS01,Good or very good health status,2023,Male,60 - 64 years,71.5
HIS01,Good or very good health status,2023,Male,65 - 69 years,66.2
HIS01,Good or very good health status,2023,Male,70 - 74 years,73.5
HIS01,Good or very good health status,2023,Male,75 years and over,67.2
HIS01,Good or very good health status,2023,Female,15 - 19 years,75.7
HIS01,Good or very good health status,2023,Female,20 - 24 years,89.7
HIS01,Good or very good health status,2023,Female,25 - 29 years,88
HIS01,Good or very good health status,2023,Female,30 - 34 years,86.3
HIS01,Good or very good health status,2023,Female,35 - 39 years,88.4
HIS01,Good or very good health status,2023,Female,40 - 44 years,86.9
HIS01,Good or very good health status,2023,Female,45 - 49 years,81.4
HIS01,Good or very good health status,2023,Female,50 - 54 years,73.9
HIS01,Good or very good health status,2023,Female,55 - 59 years,68.3
HIS01,Good or very good health status,2023,Female,60 - 64 years,63.9
HIS01,Good or very good health status,2023,Female,65 - 69 years,70.4
HIS01,Good or very good health status,2023,Female,70 - 74 years,73.5
HIS01,Good or very good health status,2023,Female,75 years and over,63.2
HIS01,Good or very good health status,2024,Male,15 - 19 years,91.6
HIS01,Good or very good health status,2024,Male,20 - 24 years,88.1
HIS01,Good or very good health status,2024,Male,25 - 29 years,91.3
HIS01,Good or very good health status,2024,Male,30 - 34 years,92
HIS01,Good or very good health status,2024,Male,35 - 39 years,84.9
HIS01,Good or very good health status,2024,Male,40 - 44 years,81.8
HIS01,Good or very good health status,2024,Male,45 - 49 years,83.8
HIS01,Good or very good health status,2024,Male,50 - 54 years,78.1
HIS01,Good or very good health status,2024,Male,55 - 59 years,71.2
HIS01,Good or very good health status,2024,Male,60 - 64 years,70.9
HIS01,Good or very good health status,2024,Male,65 - 69 years,74.2
HIS01,Good or very good health status,2024,Male,70 - 74 years,65.6
HIS01,Good or very good health status,2024,Male,75 years and over,66.7
HIS01,Good or very good health status,2024,Female,15 - 19 years,94.9
HIS01,Good or very good health status,2024,Female,20 - 24 years,86.3
HIS01,Good or very good health status,2024,Female,25 - 29 years,87.8
HIS01,Good or very good health status,2024,Female,30 - 34 years,89.9
HIS01,Good or very good health status,2024,Female,35 - 39 years,87.8
HIS01,Good or very good health status,2024,Female,40 - 44 years,86.9
HIS01,Good or very good health status,2024,Female,45 - 49 years,76.3
HIS01,Good or very good health status,2024,Female,50 - 54 years,78.9
HIS01,Good or very good health status,2024,Female,55 - 59 years,70.1
HIS01,Good or very good health status,2024,Female,60 - 64 years,76.4
HIS01,Good or very good health status,2024,Female,65 - 69 years,72.2
HIS01,Good or very good health status,2024,Female,70 - 74 years,66.5
HIS01,Good or very good health status,2024,Female,75 years and over,68.6
HIS01,Bad or very bad health status,2015,Male,15 - 19 years,0
HIS01,Bad or very bad health status,2015,Male,20 - 24 years,0.3
HIS01,Bad or very bad health status,2015,Male,25 - 29 years,0.3
HIS01,Bad or very bad health status,2015,Male,30 - 34 years,0.9
HIS01,Bad or very bad health status,2015,Male,35 - 39 years,0
HIS01,Bad or very bad health status,2015,Male,40 - 44 years,2.5
HIS01,Bad or very bad health status,2015,Male,45 - 49 years,1.9
HIS01,Bad or very bad health status,2015,Male,50 - 54 years,2.4
HIS01,Bad or very bad health status,2015,Male,55 - 59 years,2.6
HIS01,Bad or very bad health status,2015,Male,60 - 64 years,7.2
HIS01,Bad or very bad health status,2015,Male,65 - 69 years,2.9
HIS01,Bad or very bad health status,2015,Male,70 - 74 years,4.1
HIS01,Bad or very bad health status,2015,Male,75 years and over,8.3
HIS01,Bad or very bad health status,2015,Female,15 - 19 years,0.2
HIS01,Bad or very bad health status,2015,Female,20 - 24 years,0
HIS01,Bad or very bad health status,2015,Female,25 - 29 years,0.7
HIS01,Bad or very bad health status,2015,Female,30 - 34 years,1.4
HIS01,Bad or very bad health status,2015,Female,35 - 39 years,1.5
HIS01,Bad or very bad health status,2015,Female,40 - 44 years,2.5
HIS01,Bad or very bad health status,2015,Female,45 - 49 years,1.7
HIS01,Bad or very bad health status,2015,Female,50 - 54 years,5.1
HIS01,Bad or very bad health status,2015,Female,55 - 59 years,2.6
HIS01,Bad or very bad health status,2015,Female,60 - 64 years,2.9
HIS01,Bad or very bad health status,2015,Female,65 - 69 years,5.1
HIS01,Bad or very bad health status,2015,Female,70 - 74 years,6.4
HIS01,Bad or very bad health status,2015,Female,75 years and over,5.5
HIS01,Bad or very bad health status,2016,Male,15 - 19 years,0
HIS01,Bad or very bad health status,2016,Male,20 - 24 years,0
HIS01,Bad or very bad health status,2016,Male,25 - 29 years,1.7
HIS01,Bad or very bad health status,2016,Male,30 - 34 years,2.3
HIS01,Bad or very bad health status,2016,Male,35 - 39 years,1.5
HIS01,Bad or very bad health status,2016,Male,40 - 44 years,3.8
HIS01,Bad or very bad health status,2016,Male,45 - 49 years,3.4
HIS01,Bad or very bad health status,2016,Male,50 - 54 years,2.7
HIS01,Bad or very bad health status,2016,Male,55 - 59 years,6.7
HIS01,Bad or very bad health status,2016,Male,60 - 64 years,5.4
HIS01,Bad or very bad health status,2016,Male,65 - 69 years,4.2
HIS01,Bad or very bad health status,2016,Male,70 - 74 years,3.6
HIS01,Bad or very bad health status,2016,Male,75 years and over,9.2
HIS01,Bad or very bad health status,2016,Female,15 - 19 years,0.8
HIS01,Bad or very bad health status,2016,Female,20 - 24 years,0.8
HIS01,Bad or very bad health status,2016,Female,25 - 29 years,2.3
HIS01,Bad or very bad health status,2016,Female,30 - 34 years,2
HIS01,Bad or very bad health status,2016,Female,35 - 39 years,3.5
HIS01,Bad or very bad health status,2016,Female,40 - 44 years,0.8
HIS01,Bad or very bad health status,2016,Female,45 - 49 years,3.6
HIS01,Bad or very bad health status,2016,Female,50 - 54 years,4.5
HIS01,Bad or very bad health status,2016,Female,55 - 59 years,3.2
HIS01,Bad or very bad health status,2016,Female,60 - 64 years,2.4
HIS01,Bad or very bad health status,2016,Female,65 - 69 years,3.7
HIS01,Bad or very bad health status,2016,Female,70 - 74 years,4.6
HIS01,Bad or very bad health status,2016,Female,75 years and over,9.1
HIS01,Bad or very bad health status,2017,Male,15 - 19 years,0
HIS01,Bad or very bad health status,2017,Male,20 - 24 years,0.6
HIS01,Bad or very bad health status,2017,Male,25 - 29 years,0.3
HIS01,Bad or very bad health status,2017,Male,30 - 34 years,1.6
HIS01,Bad or very bad health status,2017,Male,35 - 39 years,1.4
HIS01,Bad or very bad health status,2017,Male,40 - 44 years,0.7
HIS01,Bad or very bad health status,2017,Male,45 - 49 years,1.5
HIS01,Bad or very bad health status,2017,Male,50 - 54 years,3.8
HIS01,Bad or very bad health status,2017,Male,55 - 59 years,3.6
HIS01,Bad or very bad health status,2017,Male,60 - 64 years,6.8
HIS01,Bad or very bad health status,2017,Male,65 - 69 years,7.9
HIS01,Bad or very bad health status,2017,Male,70 - 74 years,9.6
HIS01,Bad or very bad health status,2017,Male,75 years and over,7.9
HIS01,Bad or very bad health status,2017,Female,15 - 19 years,0.4
HIS01,Bad or very bad health status,2017,Female,20 - 24 years,1.5
HIS01,Bad or very bad health status,2017,Female,25 - 29 years,3.5
HIS01,Bad or very bad health status,2017,Female,30 - 34 years,0
HIS01,Bad or very bad health status,2017,Female,35 - 39 years,4.2
HIS01,Bad or very bad health status,2017,Female,40 - 44 years,3.1
HIS01,Bad or very bad health status,2017,Female,45 - 49 years,4.4
HIS01,Bad or very bad health status,2017,Female,50 - 54 years,2.6
HIS01,Bad or very bad health status,2017,Female,55 - 59 years,5.8
HIS01,Bad or very bad health status,2017,Female,60 - 64 years,4.8
HIS01,Bad or very bad health status,2017,Female,65 - 69 years,3.3
HIS01,Bad or very bad health status,2017,Female,70 - 74 years,3.1
HIS01,Bad or very bad health status,2017,Female,75 years and over,8.7
HIS01,Bad or very bad health status,2018,Male,15 - 19 years,0
HIS01,Bad or very bad health status,2018,Male,20 - 24 years,0
HIS01,Bad or very bad health status,2018,Male,25 - 29 years,2.1
HIS01,Bad or very bad health status,2018,Male,30 - 34 years,2.3
HIS01,Bad or very bad health status,2018,Male,35 - 39 years,2.8
HIS01,Bad or very bad health status,2018,Male,40 - 44 years,4.2
HIS01,Bad or very bad health status,2018,Male,45 - 49 years,1.4
HIS01,Bad or very bad health status,2018,Male,50 - 54 years,3
HIS01,Bad or very bad health status,2018,Male,55 - 59 years,5.7
HIS01,Bad or very bad health status,2018,Male,60 - 64 years,7.1
HIS01,Bad or very bad health status,2018,Male,65 - 69 years,6.4
HIS01,Bad or very bad health status,2018,Male,70 - 74 years,7
HIS01,Bad or very bad health status,2018,Male,75 years and over,9.1
HIS01,Bad or very bad health status,2018,Female,15 - 19 years,0
HIS01,Bad or very bad health status,2018,Female,20 - 24 years,0
HIS01,Bad or very bad health status,2018,Female,25 - 29 years,1.4
HIS01,Bad or very bad health status,2018,Female,30 - 34 years,0.7
HIS01,Bad or very bad health status,2018,Female,35 - 39 years,1.8
HIS01,Bad or very bad health status,2018,Female,40 - 44 years,1.7
HIS01,Bad or very bad health status,2018,Female,45 - 49 years,1.4
HIS01,Bad or very bad health status,2018,Female,50 - 54 years,4.1
HIS01,Bad or very bad health status,2018,Female,55 - 59 years,5.5
HIS01,Bad or very bad health status,2018,Female,60 - 64 years,4.7
HIS01,Bad or very bad health status,2018,Female,65 - 69 years,5.5
HIS01,Bad or very bad health status,2018,Female,70 - 74 years,6.1
HIS01,Bad or very bad health status,2018,Female,75 years and over,6.9
HIS01,Bad or very bad health status,2021,Male,15 - 19 years,0.5
HIS01,Bad or very bad health status,2021,Male,20 - 24 years,1.1
HIS01,Bad or very bad health status,2021,Male,25 - 29 years,0
HIS01,Bad or very bad health status,2021,Male,30 - 34 years,1.1
HIS01,Bad or very bad health status,2021,Male,35 - 39 years,1.1
HIS01,Bad or very bad health status,2021,Male,40 - 44 years,1.1
HIS01,Bad or very bad health status,2021,Male,45 - 49 years,1.1
HIS01,Bad or very bad health status,2021,Male,50 - 54 years,3.4
HIS01,Bad or very bad health status,2021,Male,55 - 59 years,5
HIS01,Bad or very bad health status,2021,Male,60 - 64 years,7.3
HIS01,Bad or very bad health status,2021,Male,65 - 69 years,3.4
HIS01,Bad or very bad health status,2021,Male,70 - 74 years,7.1
HIS01,Bad or very bad health status,2021,Male,75 years and over,3.3
HIS01,Bad or very bad health status,2021,Female,15 - 19 years,3.3
HIS01,Bad or very bad health status,2021,Female,20 - 24 years,0.9
HIS01,Bad or very bad health status,2021,Female,25 - 29 years,1.7
HIS01,Bad or very bad health status,2021,Female,30 - 34 years,0.6
HIS01,Bad or very bad health status,2021,Female,35 - 39 years,1.7
HIS01,Bad or very bad health status,2021,Female,40 - 44 years,1.1
HIS01,Bad or very bad health status,2021,Female,45 - 49 years,3.5
HIS01,Bad or very bad health status,2021,Female,50 - 54 years,3.3
HIS01,Bad or very bad health status,2021,Female,55 - 59 years,7.9
HIS01,Bad or very bad health status,2021,Female,60 - 64 years,8.3
HIS01,Bad or very bad health status,2021,Female,65 - 69 years,7.2
HIS01,Bad or very bad health status,2021,Female,70 - 74 years,4.2
HIS01,Bad or very bad health status,2021,Female,75 years and over,3.1
HIS01,Bad or very bad health status,2022,Male,15 - 19 years,1
HIS01,Bad or very bad health status,2022,Male,20 - 24 years,1.7
HIS01,Bad or very bad health status,2022,Male,25 - 29 years,4.7
HIS01,Bad or very bad health status,2022,Male,30 - 34 years,0.9
HIS01,Bad or very bad health status,2022,Male,35 - 39 years,1.3
HIS01,Bad or very bad health status,2022,Male,40 - 44 years,1.7
HIS01,Bad or very bad health status,2022,Male,45 - 49 years,6.4
HIS01,Bad or very bad health status,2022,Male,50 - 54 years,4.3
HIS01,Bad or very bad health status,2022,Male,55 - 59 years,5.7
HIS01,Bad or very bad health status,2022,Male,60 - 64 years,5.6
HIS01,Bad or very bad health status,2022,Male,65 - 69 years,3.2
HIS01,Bad or very bad health status,2022,Male,70 - 74 years,3.9
HIS01,Bad or very bad health status,2022,Male,75 years and over,4
HIS01,Bad or very bad health status,2022,Female,15 - 19 years,0
HIS01,Bad or very bad health status,2022,Female,20 - 24 years,1.5
HIS01,Bad or very bad health status,2022,Female,25 - 29 years,2.8
HIS01,Bad or very bad health status,2022,Female,30 - 34 years,3.9
HIS01,Bad or very bad health status,2022,Female,35 - 39 years,2.3
HIS01,Bad or very bad health status,2022,Female,40 - 44 years,1.6
HIS01,Bad or very bad health status,2022,Female,45 - 49 years,3.3
HIS01,Bad or very bad health status,2022,Female,50 - 54 years,4.2
HIS01,Bad or very bad health status,2022,Female,55 - 59 years,4.1
HIS01,Bad or very bad health status,2022,Female,60 - 64 years,5.8
HIS01,Bad or very bad health status,2022,Female,65 - 69 years,4.6
HIS01,Bad or very bad health status,2022,Female,70 - 74 years,6.7
HIS01,Bad or very bad health status,2022,Female,75 years and over,8.2
HIS01,Bad or very bad health status,2023,Male,15 - 19 years,0
HIS01,Bad or very bad health status,2023,Male,20 - 24 years,1.9
HIS01,Bad or very bad health status,2023,Male,25 - 29 years,0.3
HIS01,Bad or very bad health status,2023,Male,30 - 34 years,2.5
HIS01,Bad or very bad health status,2023,Male,35 - 39 years,2.4
HIS01,Bad or very bad health status,2023,Male,40 - 44 years,3.1
HIS01,Bad or very bad health status,2023,Male,45 - 49 years,2.7
HIS01,Bad or very bad health status,2023,Male,50 - 54 years,3.9
HIS01,Bad or very bad health status,2023,Male,55 - 59 years,8.3
HIS01,Bad or very bad health status,2023,Male,60 - 64 years,4.7
HIS01,Bad or very bad health status,2023,Male,65 - 69 years,5.8
HIS01,Bad or very bad health status,2023,Male,70 - 74 years,1.3
HIS01,Bad or very bad health status,2023,Male,75 years and over,6.4
HIS01,Bad or very bad health status,2023,Female,15 - 19 years,4.2
HIS01,Bad or very bad health status,2023,Female,20 - 24 years,2.7
HIS01,Bad or very bad health status,2023,Female,25 - 29 years,3.4
HIS01,Bad or very bad health status,2023,Female,30 - 34 years,2.8
HIS01,Bad or very bad health status,2023,Female,35 - 39 years,1.9
HIS01,Bad or very bad health status,2023,Female,40 - 44 years,2.5
HIS01,Bad or very bad health status,2023,Female,45 - 49 years,2
HIS01,Bad or very bad health status,2023,Female,50 - 54 years,6.7
HIS01,Bad or very bad health status,2023,Female,55 - 59 years,5.2
HIS01,Bad or very bad health status,2023,Female,60 - 64 years,6.1
HIS01,Bad or very bad health status,2023,Female,65 - 69 years,6
HIS01,Bad or very bad health status,2023,Female,70 - 74 years,2.1
HIS01,Bad or very bad health status,2023,Female,75 years and over,4.1
HIS01,Bad or very bad health status,2024,Male,15 - 19 years,1.3
HIS01,Bad or very bad health status,2024,Male,20 - 24 years,2.8
HIS01,Bad or very bad health status,2024,Male,25 - 29 years,1.6
HIS01,Bad or very bad health status,2024,Male,30 - 34 years,1
HIS01,Bad or very bad health status,2024,Male,35 - 39 years,3.1
HIS01,Bad or very bad health status,2024,Male,40 - 44 years,2.5
HIS01,Bad or very bad health status,2024,Male,45 - 49 years,1
HIS01,Bad or very bad health status,2024,Male,50 - 54 years,6
HIS01,Bad or very bad health status,2024,Male,55 - 59 years,7.4
HIS01,Bad or very bad health status,2024,Male,60 - 64 years,8.3
HIS01,Bad or very bad health status,2024,Male,65 - 69 years,3.3
HIS01,Bad or very bad health status,2024,Male,70 - 74 years,5.8
HIS01,Bad or very bad health status,2024,Male,75 years and over,5.1
HIS01,Bad or very bad health status,2024,Female,15 - 19 years,2
HIS01,Bad or very bad health status,2024,Female,20 - 24 years,0
HIS01,Bad or very bad health status,2024,Female,25 - 29 years,1.2
HIS01,Bad or very bad health status,2024,Female,30 - 34 years,1.7
HIS01,Bad or very bad health status,2024,Female,35 - 39 years,0.8
HIS01,Bad or very bad health status,2024,Female,40 - 44 years,1.8
HIS01,Bad or very bad health status,2024,Female,45 - 49 years,4.6
HIS01,Bad or very bad health status,2024,Female,50 - 54 years,6.2
HIS01,Bad or very bad health status,2024,Female,55 - 59 years,6.9
HIS01,Bad or very bad health status,2024,Female,60 - 64 years,1.1
HIS01,Bad or very bad health status,2024,Female,65 - 69 years,3.3
HIS01,Bad or very bad health status,2024,Female,70 - 74 years,5.8
HIS01,Bad or very bad health status,2024,Female,75 years and over,5.4
HIS09,All persons who smoke,2015,Male,15 - 19 years,9.8
HIS09,All persons who smoke,2015,Male,20 - 24 years,29.8
HIS09,All persons who smoke,2015,Male,25 - 29 years,36
HIS09,All persons who smoke,2015,Male,30 - 34 years,34.8
HIS09,All persons who smoke,2015,Male,35 - 39 years,28.5
HIS09,All persons who smoke,2015,Male,40 - 44 years,26.7
HIS09,All persons who smoke,2015,Male,45 - 49 years,28.8
HIS09,All persons who smoke,2015,Male,50 - 54 years,27.2
HIS09,All persons who smoke,2015,Male,55 - 59 years,17.7
HIS09,All persons who smoke,2015,Male,60 - 64 years,17.5
HIS09,All persons who smoke,2015,Male,65 - 69 years,20.6
HIS09,All persons who smoke,2015,Male,70 - 74 years,13.9
HIS09,All persons who smoke,2015,Male,75 years and over,7.1
HIS09,All persons who smoke,2015,Female,15 - 19 years,12.9
HIS09,All persons who smoke,2015,Female,20 - 24 years,29.5
HIS09,All persons who smoke,2015,Female,25 - 29 years,30.5
HIS09,All persons who smoke,2015,Female,30 - 34 years,28.3
HIS09,All persons who smoke,2015,Female,35 - 39 years,21.4
HIS09,All persons who smoke,2015,Female,40 - 44 years,29.3
HIS09,All persons who smoke,2015,Female,45 - 49 years,23.1
HIS09,All persons who smoke,2015,Female,50 - 54 years,21.1
HIS09,All persons who smoke,2015,Female,55 - 59 years,16.9
HIS09,All persons who smoke,2015,Female,60 - 64 years,19.5
HIS09,All persons who smoke,2015,Female,65 - 69 years,13.7
HIS09,All persons who smoke,2015,Female,70 - 74 years,11.8
HIS09,All persons who smoke,2015,Female,75 years and over,7.2
HIS09,All persons who smoke,2016,Male,15 - 19 years,13.2
HIS09,All persons who smoke,2016,Male,20 - 24 years,26.8
HIS09,All persons who smoke,2016,Male,25 - 29 years,39.4
HIS09,All persons who smoke,2016,Male,30 - 34 years,43.4
HIS09,All persons who smoke,2016,Male,35 - 39 years,36.3
HIS09,All persons who smoke,2016,Male,40 - 44 years,26.9
HIS09,All persons who smoke,2016,Male,45 - 49 years,26.4
HIS09,All persons who smoke,2016,Male,50 - 54 years,23.7
HIS09,All persons who smoke,2016,Male,55 - 59 years,20.4
HIS09,All persons who smoke,2016,Male,60 - 64 years,19.2
HIS09,All persons who smoke,2016,Male,65 - 69 years,15.4
HIS09,All persons who smoke,2016,Male,70 - 74 years,11.7
HIS09,All persons who smoke,2016,Male,75 years and over,12.1
HIS09,All persons who smoke,2016,Female,15 - 19 years,14.1
HIS09,All persons who smoke,2016,Female,20 - 24 years,30.3
HIS09,All persons who smoke,2016,Female,25 - 29 years,22.3
HIS09,All persons who smoke,2016,Female,30 - 34 years,27.8
HIS09,All persons who smoke,2016,Female,35 - 39 years,21.3
HIS09,All persons who smoke,2016,Female,40 - 44 years,19.7
HIS09,All persons who smoke,2016,Female,45 - 49 years,24.1
HIS09,All persons who smoke,2016,Female,50 - 54 years,21.4
HIS09,All persons who smoke,2016,Female,55 - 59 years,19.7
HIS09,All persons who smoke,2016,Female,60 - 64 years,12.5
HIS09,All persons who smoke,2016,Female,65 - 69 years,11.9
HIS09,All persons who smoke,2016,Female,70 - 74 years,15.4
HIS09,All persons who smoke,2016,Female,75 years and over,7.1
HIS09,All persons who smoke,2017,Male,15 - 19 years,12.4
HIS09,All persons who smoke,2017,Male,20 - 24 years,33.2
HIS09,All persons who smoke,2017,Male,25 - 29 years,39.5
HIS09,All persons who smoke,2017,Male,30 - 34 years,37.6
HIS09,All persons who smoke,2017,Male,35 - 39 years,30.3
HIS09,All persons who smoke,2017,Male,40 - 44 years,23.7
HIS09,All persons who smoke,2017,Male,45 - 49 years,22
HIS09,All persons who smoke,2017,Male,50 - 54 years,22.5
HIS09,All persons who smoke,2017,Male,55 - 59 years,25
HIS09,All persons who smoke,2017,Male,60 - 64 years,19.2
HIS09,All persons who smoke,2017,Male,65 - 69 years,20.6
HIS09,All persons who smoke,2017,Male,70 - 74 years,15.3
HIS09,All persons who smoke,2017,Male,75 years and over,11.3
HIS09,All persons who smoke,2017,Female,15 - 19 years,11
HIS09,All persons who smoke,2017,Female,20 - 24 years,23.2
HIS09,All persons who smoke,2017,Female,25 - 29 years,33.1
HIS09,All persons who smoke,2017,Female,30 - 34 years,29
HIS09,All persons who smoke,2017,Female,35 - 39 years,23.3
HIS09,All persons who smoke,2017,Female,40 - 44 years,18.3
HIS09,All persons who smoke,2017,Female,45 - 49 years,22.4
HIS09,All persons who smoke,2017,Female,50 - 54 years,18
HIS09,All persons who smoke,2017,Female,55 - 59 years,23.1
HIS09,All persons who smoke,2017,Female,60 - 64 years,13.8
HIS09,All persons who smoke,2017,Female,65 - 69 years,16.9
HIS09,All persons who smoke,2017,Female,70 - 74 years,9.4
HIS09,All persons who smoke,2017,Female,75 years and over,7.9
HIS09,All persons who smoke,2018,Male,15 - 19 years,13
HIS09,All persons who smoke,2018,Male,20 - 24 years,31
HIS09,All persons who smoke,2018,Male,25 - 29 years,33.9
HIS09,All persons who smoke,2018,Male,30 - 34 years,30.7
HIS09,All persons who smoke,2018,Male,35 - 39 years,31.7
HIS09,All persons who smoke,2018,Male,40 - 44 years,22.8
HIS09,All persons who smoke,2018,Male,45 - 49 years,18.5
HIS09,All persons who smoke,2018,Male,50 - 54 years,21
HIS09,All persons who smoke,2018,Male,55 - 59 years,21.3
HIS09,All persons who smoke,2018,Male,60 - 64 years,19.9
HIS09,All persons who smoke,2018,Male,65 - 69 years,15.7
HIS09,All persons who smoke,2018,Male,70 - 74 years,13.8
HIS09,All persons who smoke,2018,Male,75 years and over,8.3
HIS09,All persons who smoke,2018,Female,15 - 19 years,2.4
HIS09,All persons who smoke,2018,Female,20 - 24 years,31.5
HIS09,All persons who smoke,2018,Female,25 - 29 years,26.3
HIS09,All persons who smoke,2018,Female,30 - 34 years,21.9
HIS09,All persons who smoke,2018,Female,35 - 39 years,19.1
HIS09,All persons who smoke,2018,Female,40 - 44 years,15.3
HIS09,All persons who smoke,2018,Female,45 - 49 years,18.9
HIS09,All persons who smoke,2018,Female,50 - 54 years,16.1
HIS09,All persons who smoke,2018,Female,55 - 59 years,16.4
HIS09,All persons who smoke,2018,Female,60 - 64 years,20.1
HIS09,All persons who smoke,2018,Female,65 - 69 years,8.7
HIS09,All persons who smoke,2018,Female,70 - 74 years,12.6
HIS09,All persons who smoke,2018,Female,75 years and over,7.8
HIS09,All persons who smoke,2021,Male,15 - 19 years,9.9
HIS09,All persons who smoke,2021,Male,20 - 24 years,26.2
HIS09,All persons who smoke,2021,Male,25 - 29 years,23.1
HIS09,All persons who smoke,2021,Male,30 - 34 years,22.7
HIS09,All persons who smoke,2021,Male,35 - 39 years,22.5
HIS09,All persons who smoke,2021,Male,40 - 44 years,26.2
HIS09,All persons who smoke,2021,Male,45 - 49 years,23.3
HIS09,All persons who smoke,2021,Male,50 - 54 years,25.3
HIS09,All persons who smoke,2021,Male,55 - 59 years,18.2
HIS09,All persons who smoke,2021,Male,60 - 64 years,21
HIS09,All persons who smoke,2021,Male,65 - 69 years,11.7
HIS09,All persons who smoke,2021,Male,70 - 74 years,8.2
HIS09,All persons who smoke,2021,Male,75 years and over,8.4
HIS09,All persons who smoke,2021,Female,15 - 19 years,5.7
HIS09,All persons who smoke,2021,Female,20 - 24 years,15.2
HIS09,All persons who smoke,2021,Female,25 - 29 years,21.9
HIS09,All persons who smoke,2021,Female,30 - 34 years,14.4
HIS09,All persons who smoke,2021,Female,35 - 39 years,19.1
HIS09,All persons who smoke,2021,Female,40 - 44 years,18
HIS09,All persons who smoke,2021,Female,45 - 49 years,21.4
HIS09,All persons who smoke,2021,Female,50 - 54 years,24
HIS09,All persons who smoke,2021,Female,55 - 59 years,19.3
HIS09,All persons who smoke,2021,Female,60 - 64 years,17.9
HIS09,All persons who smoke,2021,Female,65 - 69 years,14.6
HIS09,All persons who smoke,2021,Female,70 - 74 years,11.5
HIS09,All persons who smoke,2021,Female,75 years and over,6
HIS09,All persons who smoke,2022,Male,15 - 19 years,9.5
HIS09,All persons who smoke,2022,Male,20 - 24 years,26.6
HIS09,All persons who smoke,2022,Male,25 - 29 years,36.7
HIS09,All persons who smoke,2022,Male,30 - 34 years,32.6
HIS09,All persons who smoke,2022,Male,35 - 39 years,23.8
